filename, language, Markdown, JSON, Ruby, YAML, Gemfile, HTML, Ruby ERB, JavaScript, CoffeeScript, SCSS, comment, blank, total
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/helpers/post_images_helper.rb, Ruby, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/helpers/reports_helper.rb, Ruby, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/helpers/selections_helper.rb, Ruby, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/helpers/site/homes_helper.rb, Ruby, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/helpers/site/post_comment_helper.rb, Ruby, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/helpers/site/relationships_helper.rb, Ruby, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/helpers/site/sessions_helper.rb, Ruby, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/jobs/application_job.rb, Ruby, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/mailers/application_mailer.rb, Ruby, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/models/admin_user.rb, Ruby, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 1, 7
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/models/answer.rb, Ruby, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 1, 2, 21
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/models/application_record.rb, Ruby, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/models/favorite.rb, Ruby, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/models/game_record.rb, Ruby, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/models/post_comment.rb, Ruby, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/models/post_image.rb, Ruby, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 5, 1, 52
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/models/relationship.rb, Ruby, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/models/report.rb, Ruby, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/models/selection.rb, Ruby, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/models/site.rb, Ruby, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/models/user.rb, Ruby, 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 11, 11, 114
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/views/layouts/_flash_messages.html.erb, Ruby ERB, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 1, 6
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/views/layouts/application.html.erb, Ruby ERB, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 5, 26
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/views/layouts/mailer.html.erb, Ruby ERB, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 1, 2, 14
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/views/layouts/mailer.text.erb, Ruby ERB, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/views/layouts/manager.html.erb, Ruby ERB, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 5, 18
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/views/layouts/site.html.erb, Ruby ERB, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 5, 28
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/views/manager/admin_users/confirmations/new.html.erb, Ruby ERB, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 5, 17
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/views/manager/admin_users/mailer/confirmation_instructions.html.erb, Ruby ERB, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 6
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/views/manager/admin_users/mailer/email_changed.html.erb, Ruby ERB, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 2, 8
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/views/manager/admin_users/mailer/password_change.html.erb, Ruby ERB, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 4
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/views/manager/admin_users/mailer/reset_password_instructions.html.erb, Ruby ERB, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 4, 9
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/views/manager/admin_users/mailer/unlock_instructions.html.erb, Ruby ERB, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4, 8
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/views/manager/admin_users/passwords/edit.html.erb, Ruby ERB, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 6, 26
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/views/manager/admin_users/passwords/new.html.erb, Ruby ERB, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 5, 17
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/views/manager/admin_users/registrations/edit.html.erb, Ruby ERB, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 11, 44
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/views/manager/admin_users/registrations/new.html.erb, Ruby ERB, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 7, 30
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/views/manager/admin_users/sessions/new.html.erb, Ruby ERB, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 6, 27
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/views/manager/admin_users/shared/_error_messages.html.erb, Ruby ERB, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 1, 16
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/views/manager/admin_users/shared/_links.html.erb, Ruby ERB, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 6, 26
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/views/manager/admin_users/unlocks/new.html.erb, Ruby ERB, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 5, 17
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/views/shared_site/_header_sign_out.html.erb, Ruby ERB, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 1, 31
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/views/shared_site/_header_signed_in.html.erb, Ruby ERB, 0, 0, 0, 0, 0, 0, 114, 0, 0, 0, 0, 1, 115
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/views/site/answers/_favorite.html.erb, Ruby ERB, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 1, 12
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/views/site/answers/_form.html.erb, Ruby ERB, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 6, 33
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/views/site/answers/_modal.html.erb, Ruby ERB, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 1, 36
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/views/site/answers/show.html.erb, Ruby ERB, 0, 0, 0, 0, 0, 0, 120, 0, 0, 0, 0, 4, 124
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/views/site/favorites/_favorite.html.erb, Ruby ERB, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 1, 12
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/views/site/favorites/nanikiru.html.erb, Ruby ERB, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 1, 11
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/views/site/game_records/new.html.erb, Ruby ERB, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 8, 35
/Users/nakamurakeisuke/Desktop/work/vagrant/Nanikiru/app/views/site/homes/index.html.erb, Ruby ERB, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 1, 7
